Pillar,Category,Level Description,Level,Impact,DDMType,Topic,Ml-MOT Flag,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Type,CTAButtonTitle,Region,Frequency,Periodicity,Total iterations,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Marketplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Health,Body,Preventative care,2,1,Maintenance,,,1055,,Don't forget to floss,Start building a habit of flossing your teeth daily,"Add flossing to your daily dental routine, build into your daily routine as a healthy habit and fight gum disease at the same time.",,Sign up,All,daily,1 month,28,Healthline,https://www.healthline.com/health/how-to-floss,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.tandfonline.com/doi/full/10.2147/CIA.S54630, https://pdfs.semanticscholar.org/475e/00158647e34273f742d61aa65391487bf825.pdf",,Healthline,Content writer,https://www.healthline.com/health/how-to-floss,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Diagnostic,3,2,Development,,,1056,1057,See your dentist,Importance of dental check ups,"Learn about the importance of dental check-ups, and why you should have them regularly.","Dental appointments shouldn’t just be made when you have a problem that needs to be addressed. Prevention is always better than needing a cure, and there are plenty more reasons why it’s important to maintain regular visits to your local dental practice.",Read,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.tandfonline.com/doi/full/10.2147/CIA.S54630, https://pdfs.semanticscholar.org/475e/00158647e34273f742d61aa65391487bf825.pdf",,Dental health,Charity,https://www.dentalhealth.org/blog/the-importance-of-regular-dental-visits,Online,N/A,Free,No,None,,,3.2,https://uk.trustpilot.com/review/www.dentalhealth.org,N/A,Yearly,,Web md,Company,https://www.webmd.com/oral-health/features/dental-checkup-every-6-months,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.webmd.com,N/A,Yearly,G,OralB,Company,https://www.oralb.co.uk/en-gb/oral-health/life-stages/adults/the-importance-of-regular-dental-visits,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/oralb.co.uk,N/A,Yearly,G,Spotlight Oral,Company,https://uk.spotlightoralcare.com/,,,Paid,Invite,AWIN=24739,,,,,,,
Health,Body,Diagnostic,3,2,Maintenance,,,1057,,Dental check up,Book a dental check up,"Start booking your dental check-ups more regularly to build a healthy habit of keeping your teeth and gums in good condition, every six months is a reasonable goal.",,Sign up,UK,every 6 months,3 years,6,Web md,https://www.webmd.com/oral-health/features/dental-checkup-every-6-months,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.tandfonline.com/doi/full/10.2147/CIA.S54630, https://pdfs.semanticscholar.org/475e/00158647e34273f742d61aa65391487bf825.pdf",,Web md,Company,https://www.webmd.com/oral-health/features/dental-checkup-every-6-months,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.webmd.com,N/A,Yearly,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Diagnostic,3,3,Development,,,1058,1059,Dental cleaning,Importance of dental cleans,Learn about the importance of visiting your dentist for a deep dental clean and why you should have them more regularly.,"Getting your teeth professionally cleaned every six months is very important, as this helps remove plaque and tartar build-up from the surfaces of teeth. This can help prevent tooth decay and gum disease, which could lead to other health problems if left untreated.",Read,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.tandfonline.com/doi/full/10.2147/CIA.S54630, https://pdfs.semanticscholar.org/475e/00158647e34273f742d61aa65391487bf825.pdf",,Dental one,Company,https://www.dentalone-ga.com/blog/7-important-benefits-of-dental-cleanings,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Healthline,Content writer,https://www.healthline.com/health/dental-and-oral-health/how-often-should-you-get-your-teeth-cleaned,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,,Forbes,Company,https://www.forbes.com/health/body/what-is-dental-cleaning/,Online,N/A,Free,No,None,,,1.8,https://uk.trustpilot.com/review/www.forbes.com,N/A,Yearly,,Spotlight Oral,Company,https://uk.spotlightoralcare.com/,,,Paid,Invite,AWIN=24739,,,,,,,
Health,Body,Diagnostic,3,3,Maintenance,,,1059,,Get a dental clean,Book a dental clean,Start booking your dental cleans more regularly to build up a healthy habit of keeping your teeth and gums in good condition.,,Sign up,UK,annually,3 years,3,Healthline,https://www.healthline.com/health/dental-and-oral-health/how-often-should-you-get-your-teeth-cleaned,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.tandfonline.com/doi/full/10.2147/CIA.S54630, https://pdfs.semanticscholar.org/475e/00158647e34273f742d61aa65391487bf825.pdf",,Healthline,Content writer,https://www.healthline.com/health/dental-and-oral-health/how-often-should-you-get-your-teeth-cleaned,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Healthy Basics,1,2,Development,,,1060,1061,Teeth brushing,Learn more about dental care,"From how long to brush your teeth for, to technique and products, learn more about the best way to take care of your teeth.","Knowing how to brush your teeth properly is important to prevent conditions such as gingivitis and tooth decay. Incorrect brushing techniques could also lead to tooth abrasion, a condition in which the surface of the tooth is worn away.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.tandfonline.com/doi/full/10.2147/CIA.S54630, https://pdfs.semanticscholar.org/475e/00158647e34273f742d61aa65391487bf825.pdf",,Oral B,Company,https://www.oralb.co.uk/en-gb/oral-health/why-oral-b/electric-toothbrushes/how-to-brush-teeth-properly,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/oralb.co.uk,N/A,Yearly,,Insider,Company,https://www.insider.com/guides/health/best-toothpaste,Online,N/A,Free,No,None,,,3.2,https://uk.trustpilot.com/review/insider.com,N/A,Yearly,,Healthline,Content writer,https://www.healthline.com/health/dental-and-oral-health/best-practices-for-healthy-teeth,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,,Brevi brush,Company,https://brevibrush.com/,,,Paid,Invite,AWIN=40828,,,,,,,
Health,Body,Healthy Basics,1,2,Maintenance,,,1061,,Dental care tips,Improve your dental care,"Start practicing dental care techniques daily, make a habit of taking care of your teeth.",,Sign up,All,daily,1 month,28,OralB,https://www.oralb.co.uk/en-gb/oral-health/why-oral-b/electric-toothbrushes/how-to-brush-teeth-properly,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.tandfonline.com/doi/full/10.2147/CIA.S54630, https://pdfs.semanticscholar.org/475e/00158647e34273f742d61aa65391487bf825.pdf",,OralB,Company,https://www.oralb.co.uk/en-gb/oral-health/why-oral-b/electric-toothbrushes/how-to-brush-teeth-properly,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/oralb.co.uk,N/A,Yearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Healthy Basics,1,2,Development,,,1062,1063,Sex for health,A healthy sex life has many benefits for older adults,"Having sex is a really important part of overall health and happiness, and people that have it, tend to live longer, this article talks about the benefits of a healthy sex life for older adults.","Some of the benefits you can get from sex include lowering blood pressure, burning calories, increasing heart health, strengthening muscles, reducing your risk of heart disease, stroke, and help with pain as well as easing stress.",Read,All,,,,,,60-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://pubmed.ncbi.nlm.nih.gov/23160504/,,UCL,Company,https://www.ucl.ac.uk/news/2018/dec/study-shows-benefits-sex-older-adults,Online,N/A,Free,No,None,,,3.2,https://uk.trustpilot.com/review/ucl.ac.uk,N/A,Yearly,,Psychology today,Content writer,https://www.psychologytoday.com/us/blog/life-refracted/201707/benefits-sex-after-50,Online,N/A,Free,No,None,,,1.7,https://uk.trustpilot.com/review/www.psychologytoday.com,N/A,Yearly,,Everydays,Content writer,https://everdays.com/resources/is-sex-healthy-for-seniors/,Online,N/A,Free,No,None,,,4.3,https://uk.trustpilot.com/review/everdays.com,N/A,6 monthly,,So Divine,Company,https://so-divine.com/,,,Paid,Invite,AWIN=28367,,,,,,,
Health,Mind,Healthy Basics,1,2,Maintenance,,,1063,,Have more sex,Improve your sex life,"Start working on improving your sex life to create a healthy habit and receive all the physical, mental and emotional benefits that come with it.",,Sign up,All,weekly,6 months,24,Psychology today,https://www.psychologytoday.com/us/blog/life-refracted/201707/benefits-sex-after-50,60-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://pubmed.ncbi.nlm.nih.gov/23160504/,,Psychology today,Content writer,https://www.psychologytoday.com/us/blog/life-refracted/201707/benefits-sex-after-50,Online,N/A,Free,No,None,,,1.7,https://uk.trustpilot.com/review/www.psychologytoday.com,N/A,Yearly,G,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,2,Development,,,1064,1065,Sex for health,Having a healthy sex life has many benefits,"Having sex is a really important part of overall health and happiness, and people that have it, tend to live longer, this article talks about the benefits of a healthy sex life.","Some of the benefits you can get from sex include lowering blood pressure, burning calories, increasing heart health, strengthening muscles, reducing your risk of heart disease, stroke, and help with pain as well as easing stress.",Read,All,,,,,,16-59,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://www.tandfonline.com/doi/abs/10.1080/0092623X.2013.811450,,Web md,Company,https://www.webmd.com/sex-relationships/guide/sex-and-health,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.webmd.com,N/A,Yearly,,Medical news today,Content writer,https://www.medicalnewstoday.com/articles/how-often-do-couples-have-sex,Online,N/A,Free,No,None,,,2,https://uk.trustpilot.com/review/www.medicalnewstoday.com,N/A,Yearly,,The healthy,Content writer,https://www.thehealthy.com/sex/health-benefits-of-sex/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,So Divine,Company,https://so-divine.com/,,,Paid,Invite,AWIN=28367,,,,,,,
Health,Mind,Preventative care,2,2,Maintenance,,,1065,,Have more sex,Improve your sex life,"Start working on improving your sex life to create a healthy habit, to receive all the physical, mental and emotional benefits that come with it.",,Sign up,All,weekly,6 months,24,Medical news today,https://www.medicalnewstoday.com/articles/how-often-do-couples-have-sex,16-59,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://www.tandfonline.com/doi/abs/10.1080/0092623X.2013.811450,,Medical news today,Content writer,https://www.medicalnewstoday.com/articles/how-often-do-couples-have-sex,Online,N/A,Free,No,None,,,2,https://uk.trustpilot.com/review/www.medicalnewstoday.com,N/A,Yearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Healthy Basics,1,2,Development,"Mental Health,Sleep",Y,1066,1067,Get some sleep,Learn about the importance of getting enough sleep,"Just as eating nutritious food, drinking water, and exercising regularly is important, getting quality sleep is a crucial component for overall health.","Sleep helps to restore the body and improves energy levels, waking up well-rested can have a positive impact on your mood, your mental health, reducing both anxiety and stress, sleep can also help with weight loss, strengthen heart and immune system.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6281147/,,Medical news today,Content writer,https://www.medicalnewstoday.com/articles/325353,Online,N/A,Free,No,None,,,2,https://uk.trustpilot.com/review/www.medicalnewstoday.com,N/A,Yearly,,Morning life,Content writer,https://morninglife.co.uk/how-to-get-8-hours-of-sleep/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Very well health,Content writer,https://www.verywellhealth.com/why-you-should-never-regret-a-good-night-s-sleep-5088198,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Sleep Hubs,Company,https://sleephubs.com/,,,Paid,Invite,AWIN= 18997,,,,,,,
Health,Mind,Healthy Basics,1,2,Maintenance,,,1067,,Improve your sleep,Work on making sure you get enough sleep,Start working on getting into a sleeping routine to help improve your overall health and wellbeing.,,Sign up,All,daily,1 month,28,Morning life,https://morninglife.co.uk/how-to-get-8-hours-of-sleep/,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6281147/,,Morning life,Content writer,https://morninglife.co.uk/how-to-get-8-hours-of-sleep/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,1,Development,,,1068,1069,Calm sleep music,Learn about how listening to music can get you to sleep,"Struggling to sleep? Maybe listening to music can help you drift off to sleep, learn more about using music to help improve your sleep.","Music is a powerful art form that can offer a simple way to improve sleep hygiene, improving your ability to fall asleep quickly, sleep deeply and awake feeling more rested.",Visit site,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2648.2009.04982.x,,Yellow brick cinema,Content writer,https://www.youtube.com/watch?v=6dZHGDzFXmY&list=PLQkQfzsIUwRYwVveZoqE-HUxv84Zknrsi,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Psychology today,Content writer,https://www.psychologytoday.com/us/blog/sleep-newzzz/201812/the-many-health-and-sleep-benefits-music,Online,N/A,Free,No,None,,,1.7,https://uk.trustpilot.com/review/www.psychologytoday.com,N/A,Yearly,,Sleep foundation,Charity,https://www.sleepfoundation.org/noise-and-sleep/music,Online,N/A,Free,No,None,,,3.3,https://uk.trustpilot.com/review/sleepfoundation.org,N/A,Yearly,,Sleep Hubs,Company,https://sleephubs.com/,,,Paid,Invite,AWIN= 18997,,,,,,,
Health,Mind,Preventative care,2,1,Maintenance,,,1069,,Music and sleep,8 hours of sleep music for a better night's sleep,"Listen to this playlist of calming relaxing music, to help you have a better night's sleep and create a better sleep habit.",,Sign up,All,daily,1 month,28,Yellow brick cinema,https://www.youtube.com/watch?v=6dZHGDzFXmY&list=PLQkQfzsIUwRYwVveZoqE-HUxv84Zknrsi,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2648.2009.04982.x,,Yellow brick cinema,Content writer,https://www.youtube.com/watch?v=6dZHGDzFXmY&list=PLQkQfzsIUwRYwVveZoqE-HUxv84Zknrsi,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,1,Development,,,1070,1071,Quality sleep,Learn how to increase the quality of your sleep,"Among the most common problems related to aging is sleep quality, with over half of adults reporting symptoms of insomnia. Learn how to better increase your sleep quality for a better night’s sleep.","While duration is key, sleep quality is often overlooked. Even if you get your 8 hours of sleep, you may still wake up feeling lethargic and tired, relying on coffee, and wishing you could go back to sleep. If so, there's a good chance your sleep quality needs some work.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://academic.oup.com/sleep/article/33/4/509/2454611,,The NSF,Charity,https://www.thensf.org/10-sleep-tips-sleep-quality/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,BSLM,Charity,https://bslm.org.uk/the-importance-of-good-quality-sleep/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,National sleep foundation,Charity,https://www.thensf.org/what-is-sleep-quality/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Sleep Hubs,Company,https://sleephubs.com/,,,Paid,Invite,AWIN= 18997,,,,,,,
Health,Mind,Preventative care,2,1,Maintenance,,,1071,,Boost sleep quality,Start increasing the quality of your sleep,"Start working on improving your sleep quality, build a healthy habit of good night's restful sleep.",,Sign up,All,weekly,6 months,24,The NSF,https://www.thensf.org/10-sleep-tips-sleep-quality/,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://academic.oup.com/sleep/article/33/4/509/2454611,,The NSF,Charity,https://www.thensf.org/10-sleep-tips-sleep-quality/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Expand,Giving back,5,1,Development,"Give Back,Fundraising",Y,1072,1073,Fundraising,Learn more about fundraising,Learn more about fundraising for a charity that's either close to your heart or for a local charity and start making a difference.,Fundraising to support charities is of great value. Helping charities to continue their important work.,Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",,,Easy fundraising,Charity,https://www.easyfundraising.org.uk/fundraising-ideas/,Online,N/A,Free,No,None,,,4.6,https://uk.trustpilot.com/review/www.easyfundraising.org.uk,N/A,Yearly,,Gov,Government dept,https://www.gov.uk/guidance/fundraising-legally-and-responsibly,Online,N/A,Free,No,None,,,1.3,https://uk.trustpilot.com/review/www.gov.uk,N/A,Yearly,,Eden project,Company,https://www.edenprojectcommunities.com/ideas/seven-ways-to-fundraise-for-your-community,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Fundraising regulator,Charity,https://www.fundraisingregulator.org.uk/guidance/topics/community-fundraising-and-events,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Expand,Giving back,5,1,Maintenance,,,1073,,Start fundraising,Start fundraising for your community,Start planning regular fundraisers and make a difference.,,Sign up,All,every 6 months,3 years,6,Easy fundraising,https://www.easyfundraising.org.uk/fundraising-ideas/,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",,,Easy fundraising,Charity,https://www.easyfundraising.org.uk/fundraising-ideas/,Online,N/A,Free,No,None,,,4.6,https://uk.trustpilot.com/review/www.easyfundraising.org.uk,N/A,Yearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Expand,Inner circle,1,2,Development,,,1074,1075,Relationship tips,Understand the importance of working on your relationship,"Learn about the importance of working on, and improving your relationship with your partner, as well as tips to use to benefit those relationship.","Social connections help to influence our long-term health in ways every bit as powerful as adequate sleep and a good diet. Studies have shown that people who have social support from family, friends, and their community are happier, have fewer health problems, and live longer.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://academic.oup.com/gerontologist/article/38/5/618/593836,,Psych central,Content writer,https://psychcentral.com/lib/simple-steps-to-improve-your-relationship#general-strategies,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,G,Help guide,Content writer,https://www.helpguide.org/articles/relationships-communication/relationship-help.htm,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,G,Very well mind,Content writer,https://www.verywellmind.com/7-surprising-ways-to-make-your-relationship-better-5094212,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,G,12 Magical Dates,Company,https://www.12magicaldates.com/reignite-marriage-relationship?r_done=1,,,Paid,Invite,AWIN=48129,,,,,,,
Community,Expand,Inner circle,1,2,Maintenance,,,1075,,Relationship tips,Start working on improving your relationship,Start implementing relationship tips to develop healthy habits and work on your relationship with your partner at the same time.,,Sign up,All,weekly,6 months,24,Very well mind,https://www.verywellmind.com/7-surprising-ways-to-make-your-relationship-better-5094212,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://academic.oup.com/gerontologist/article/38/5/618/593836,,Very well mind,Content writer,https://www.verywellmind.com/7-surprising-ways-to-make-your-relationship-better-5094212,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Contribute,Inner circle,1,3,Development,,,1076,1077,Marriage guidance,Learn more about the benefits of marriage guidance,Learn more about improving your marriage to help you have a healthy supportive marriage.,"A good supportive relationship has many health benefits, but sometimes we need a bit of help getting back to a happy relationship, consider seeking marriage guidance and counselling to put your relationship back on track.",Visit site,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://academic.oup.com/gerontologist/article/38/5/618/593836,,Relate,Charity,https://www.relate.org.uk/,Online,N/A,Paid,??,None,,,2.1,https://uk.trustpilot.com/review/www.relate.org.uk,N/A,Yearly,,Marriage,Content writer,https://www.marriage.com/advice/counseling/4-benefits-of-marriage-counseling/,Online,N/A,Free,No,None,,,3.9,https://uk.trustpilot.com/review/www.marriage.com,N/A,Yearly,,Marriage,Content writer,https://www.marriage.com/advice/relationship/best-marriage-advice/,Online,N/A,Free,No,None,,,3.9,https://uk.trustpilot.com/review/www.marriage.com,N/A,Yearly,,12 Magical Dates,Company,https://www.12magicaldates.com/reignite-marriage-relationship?r_done=1,,,Paid,Invite,AWIN=48129,,,,,,,
Community,Contribute,Inner circle,1,3,Maintenance,,,1077,,Marriage guidance,Start marriage guidance,Seek marriage guidance to help get your relationship back on track and build a habit of working on your relationship regularly.,,Sign up,All,weekly,6 months,24,Relate,https://www.relate.org.uk/,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://academic.oup.com/gerontologist/article/38/5/618/593836,,Relate,Charity,https://www.relate.org.uk/,Online,N/A,Paid,??,None,,,2.1,https://uk.trustpilot.com/review/www.relate.org.uk,N/A,Yearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Diagnostic,3,1,Development,Disease Mgt,Y,1078,1079,Listen to your body,Learn the importance of listening to your body,"Learn why and how to listen to your body. Our bodies know exactly what we need, learning how to listen, to better be there for yourself.","Being able to learn to listen and understand your body is an essential part of living a healthy life. This fundamental thing is as important as having a healthy mindset and should be a part of the daily routine, the same as exercise, nutrition, and good life choices.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://www.tandfonline.com/doi/full/10.1080/21679169.2020.1845792,,Medium,Content writer,https://medium.com/live-your-life-on-purpose/learn-to-listen-to-your-body-3-useful-techniques-f135699d280f,Online,N/A,Free,No,None,,,1.9,https://uk.trustpilot.com/review/medium.com,N/A,6 monthly,,Web md,Company,https://www.webmd.com/a-to-z-guides/ss/slideshow-listen-to-body,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.webmd.com,N/A,Yearly,,Amelia Freer,Content writer,https://ameliafreer.com/article/the-importance-of-listening-to-your-body/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,
Health,Body,Diagnostic,3,1,Maintenance,,,1079,,Listen to your body,Learn to listen to your body,Start listening to your body to not only create a healthy habit but also putting yourself first.,,Sign up,All,weekly,6 months,24,Web md,https://www.webmd.com/a-to-z-guides/ss/slideshow-listen-to-body,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://www.tandfonline.com/doi/full/10.1080/21679169.2020.1845792,,Web md,Company,https://www.webmd.com/a-to-z-guides/ss/slideshow-listen-to-body,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.webmd.com,N/A,Yearly,G,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,
Health,Nutrition,Healthy Basics,1,3,Development,"Nutrition,Water",Y,1080,1081,Drink more water,Importance of staying hydrated,"Drinking water does more than just quench your thirst. It's essential to keep your body functioning properly and feeling healthy, learn more about the importance of staying hydrated.","Water is important in your body – from removing waste products in urine, to lubricating your joints, transporting nutrients around your body, and controlling your temperature. It can even help make your skin look good.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-7657.2004.00224.x,,Plant nanny,Company,https://plantnanny.app/,Online,N/A,Free,??,None,,,N/A,N/A,N/A,Quarterly,,Healthline,Content writer,https://www.healthline.com/health/food-nutrition/why-is-water-important,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,,Medical news today,Content writer,https://www.medicalnewstoday.com/articles/290814,Online,N/A,Free,No,None,,,2,https://uk.trustpilot.com/review/www.medicalnewstoday.com,N/A,Yearly,,DA-SH water,Company,https://dash-water.com/,,,Paid,Invite,AWIN=22126,,,,,,,
Health,Nutrition,Healthy Basics,1,3,Maintenance,,,1081,,Drink more water,Monitor and track your water intake with this cute game,Start tracking your intake daily to help create a healthy hydrated habit.,,Sign up,All,daily,2 months,56,Plant nanny,https://plantnanny.app/,0-99,"Male, Female, Non-Conforming","Working, Retired, Not-Working",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-7657.2004.00224.x,,Plant nanny,Company,https://plantnanny.app/,Online,N/A,Free,??,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Exercise,Healthy Basics,1,2,Development,,,1082,1083,Breathing exercises,Read more about the benefits of breathing exercises,"Breathing is something you do tens of thousands of times each day, without even thinking about it. Learn more about using breathing as a life-enhancing tool.","Breathing exercises not only improve your respiratory health, but they can also help build strength and stamina, as well as improve general mood and wellbeing.",Read,All,,,,,,0-45,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.scielo.br/j/clin/a/ZRYgFMXwkPD6WRhJtLzqB3c/abstract/?lang=en, https://europepmc.org/article/med/3292262",,Very well mind,Content writer,https://www.verywellmind.com/the-benefits-of-deep-breathing-5208001,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Healthline,Content writer,https://www.healthline.com/health/how-to-increase-lung-capacity,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,,Harvard,Company,https://www.health.harvard.edu/staying-healthy/breathing-your-way-to-better-health,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,
Health,Exercise,Healthy Basics,1,2,Maintenance,,,1083,,Just breathe,Breathing exercises to improve respiratory health,Different breathing exercises you can try to help improve your respiratory health.,,Sign up,All,weekly,6 months,24,Healthline,https://www.healthline.com/health/how-to-increase-lung-capacity,0-45,"Male, Female, Non-Conforming","Working, Retired, Not-Working","https://www.scielo.br/j/clin/a/ZRYgFMXwkPD6WRhJtLzqB3c/abstract/?lang=en, https://europepmc.org/article/med/3292262",,Healthline,Content writer,https://www.healthline.com/health/how-to-increase-lung-capacity,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,G,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,
