Pillar,Category,Level Description,Level,Impact,DDMType,Topic,Ml-MOT Flag,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Type,CTAButtonTitle,Region,Frequency,Periodicity,Total iterations,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Marketplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Health,Nutrition,Preventative Care,2,1,Maintenance,,,1168,,Drink more milk,Add more milk to your diet.,Find your perfect milk and a glass a day can be an affordable way to get a nutrient packed drink.,,Sign me up,UK,3 times a week,2 months,24,BBC Good Food,https://www.bbcgoodfood.com/howto/guide/which-milk-right-you,0-49,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://journals.sagepub.com/doi/abs/10.1177/0017896914540295?journalCode=heja,,BBC Good Food,Content writer,https://www.bbcgoodfood.com/howto/guide/which-milk-right-you,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Inner circle,1,1,Development,F&F,Y,1169,1170,Quality time counts,Why spending quality time with your children is important.,"Learn about how spending quality time with your children, no matter their age to help contribute to a healthy relationship and develop growth and happiness.","Spending quality time with your children has numerous benefits. It strengthens bonds, enhances communication, boosts self-esteem, promotes emotional wellbeing, and fosters positive behaviour. Helping create lasting memories, while supporting cognitive development.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://books.google.co.uk/books?hl=en&lr=&id=aUXdrs5_kCoC&oi=fnd&pg=PP2&dq=Importance+of+family+time&ots=8_uOQ1WtE1&sig=Pus9EECmAH7pHygYDEw9MjKubjo&redir_esc=y#v=onepage&q=Importance%20of%20family%20time&f=false,,10 Minutes of Quality Time,Content writer,https://10minutesofqualitytime.com/what-are-the-benefits-spending-quality-time-kids/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Focus on the Family,Content writer,https://www.focusonthefamily.com/parenting/50-games-and-activities-to-do-with-your-kids/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,LifeHack,Charity,https://www.lifehack.org/808737/spending-time-with-family,Online,N/A,Free,No,None,,,3.1,https://uk.trustpilot.com/review/lifehack.org,N/A,Yearly,gap,,,,,,,,,,,,,,,
Community,Belong,Inner circle,1,1,Maintenance,,,1170,,Book in quality time,Spend more quality time with your children.,"Start setting time aside to spend quality time with your children, helping to create a healthy habit and relationship.",,Sign me up,All,weekly,6 months,24,Focus on family,https://www.focusonthefamily.com/parenting/50-games-and-activities-to-do-with-your-kids/,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://books.google.co.uk/books?hl=en&lr=&id=aUXdrs5_kCoC&oi=fnd&pg=PP2&dq=Importance+of+family+time&ots=8_uOQ1WtE1&sig=Pus9EECmAH7pHygYDEw9MjKubjo&redir_esc=y#v=onepage&q=Importance%20of%20family%20time&f=false,,Focus on Family,Content writer,https://www.focusonthefamily.com/parenting/50-games-and-activities-to-do-with-your-kids/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Health,Nutrition,Diagnostic,3,1,Development,,,1171,1172,Sweet tooth?,The occasional sweet treat is a great mood booster.,"Many of us have got a sweet tooth and we all know too much sugar isn't good for you, but a regular treat can be beneficial and satisfy cravings and allow us to indulge in a bit of self-care.","Treating yourself can provide a small indulgence and moment of pleasure. It can boost mood, relieve stress, and satisfy cravings. However, moderation is key to prevent excessive sugar intake and prioritise a balanced diet for long-term health.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://books.google.co.uk/books?hl=en&lr=&id=aUXdrs5_kCoC&oi=fnd&pg=PP2&dq=Importance+of+family+time&ots=8_uOQ1WtE1&sig=Pus9EECmAH7pHygYDEw9MjKubjo&redir_esc=y#v=onepage&q=Importance%20of%20family%20time&f=false,,Psych Central,Content writer,https://psychcentral.com/blog/psychology-rewarding-yourself-with-treats#2,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,InsanelyGoodRecipes.com,Content writer,https://insanelygoodrecipes.com/homemade-candy-bars/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,A Quarter Of...,Company,https://www.awin1.com/cread.php?awinmid=978&awinaffid=1198638&ued=https%3A%2F%2Fwww.aquarterof.co.uk,Online,N/A,Paid,Approved,AWIN=978,,,3.6,https://uk.trustpilot.com/review/aquarterof.co.uk,N/A,Yearly,gap,Flapjackery,Company,https://www.awin1.com/cread.php?awinmid=44463&awinaffid=1198638&ued=https%3A%2F%2Fwww.flapjackery.co.uk%2F,Online,N/A,Paid,Approved,AWIN=44463,,,4.2,https://uk.trustpilot.com/review/flapjackery.co.uk,N/A,Yearly,
Health,Nutrition,Diagnostic,3,1,Maintenance,,,1172,,Have a treat,Boost your mood with a sweet treat.,Treat yourself with a trip down memory lane and order a quarter of...,,Sign me up,All,monthly,1 year,12,A Quarter of...,https://www.awin1.com/cread.php?awinmid=978&awinaffid=1198638&ued=https%3A%2F%2Fwww.aquarterof.co.uk,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://books.google.co.uk/books?hl=en&lr=&id=aUXdrs5_kCoC&oi=fnd&pg=PP2&dq=Importance+of+family+time&ots=8_uOQ1WtE1&sig=Pus9EECmAH7pHygYDEw9MjKubjo&redir_esc=y#v=onepage&q=Importance%20of%20family%20time&f=false,,A Quarter Of...,Company,https://www.awin1.com/cread.php?awinmid=978&awinaffid=1198638&ued=https%3A%2F%2Fwww.aquarterof.co.uk,Online,N/A,Paid,Approved,AWIN=978,,,3.6,https://uk.trustpilot.com/review/aquarterof.co.uk,N/A,Yearly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Health,Nutrition,Diagnostic,3,1,Development,,,1173,1174,Why eat eggs,Learn about the benefits of adding eggs to your diet.,"Eating eggs offers numerous benefits including high-quality protein for muscle health, essential vitamins and minerals, brain-nourishing choline, and satiety to support weight management.","Eating more eggs is beneficial as they are a rich source of protein, vitamins, and minerals. They support muscle development, promote satiety, aid in brain function, provide essential nutrients, and contribute to a healthy diet.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.emerald.com/insight/content/doi/10.1108/00346651011043961/full/html,,Healthline,Content writer,https://www.healthline.com/nutrition/proven-health-benefits-of-eggs#TOC_TITLE_HDR_2,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,Gap,BBC Good Food,Content writer,https://www.bbcgoodfood.com/recipes/collection/egg-recipes,Online,N/A,Free,No,None,,,1.8,https://uk.trustpilot.com/review/www.bbcgoodfood.com,N/A,Yearly,,LifeHack,Charity,https://www.lifehack.org/articles/lifestyle/7-reasons-you-should-eat-eggs-for-breakfast.html,Online,N/A,Free,No,None,,,3.1,https://uk.trustpilot.com/review/lifehack.org,N/A,Yearly,gap,,,,,,,,,,,,,,,
Health,Nutrition,Diagnostic,3,1,Maintenance,,,1174,,Eat more eggs,Add more eggs to your diet.,Start adding more eggs to your diet to help create a healthy nutritious habit.,,Sign me up,All,weekly,6 months,24,BBC Good Food,https://www.bbcgoodfood.com/recipes/collection/egg-recipes,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.emerald.com/insight/content/doi/10.1108/00346651011043961/full/html,,BBC Good Food,Content writer,https://www.bbcgoodfood.com/recipes/collection/egg-recipes,Online,N/A,Free,No,None,,,1.8,https://uk.trustpilot.com/review/www.bbcgoodfood.com,N/A,Yearly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Inner circle,1,1,Development,"Hobby,Something New,Outdoors,Nature",Y,1175,,Interested in nature,Visit a butterfly house and learn about these insects.,Looking for things to do with the family? Visit a butterfly house and learn about these insects' role in our natural world and how protect them for future generations.,"The combined pressures of global heating and farming are driving a ""substantial decline"" of insects across the globe. Raise your awareness about the significance of butterflies in ecosystems, their role as pollinators, and the need for their conservation. Encouraging actions to protect these delicate and vital species for the health of our environment.",Visit site,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://books.google.co.uk/books?hl=en&lr=&id=aUXdrs5_kCoC&oi=fnd&pg=PP2&dq=Importance+of+family+time&ots=8_uOQ1WtE1&sig=Pus9EECmAH7pHygYDEw9MjKubjo&redir_esc=y#v=onepage&q=Importance%20of%20family%20time&f=false,,Day Out With Kids,Content writer,https://www.dayoutwiththekids.co.uk/hub/things-to-do/butterfly-houses-near-me,Online,N/A,Free,No,None,,,4.4,https://uk.trustpilot.com/review/www.dayoutwiththekids.co.uk,N/A,Yearly,Gap,Planteria Group,Company,https://www.planteriagroup.com/blog/celebrating-butterfly-awareness-day/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Contribute,Middle circle,2,2,Development,"Hobby,Something New,Outdoors,Wildlife",Y,1177,1178,Bring wildlife back,Learn about the importance of looking after wildlife.,"Learn about the importance of looking after wildlife in your garden such as, biodiversity support, ecosystem health, natural pest control, pollination, and build a deeper connection with nature.","The UK's wildlife is continuing to decline, with hundreds of species now at risk of disappearing from our shores altogether. Since the 1970s urbanisation, agriculture, pollution and climate change have all caused the nation's plants and animals to dwindle. Making some small changes could make a big difference to our natural environment.",Visit site,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.wildlifetrusts.org/cy/node/11181,,The Wildlife Trusts,Charity,https://www.wildlifetrusts.org/,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.wildlifetrusts.org,N/A,Yearly,Gap,Woodland Trust,Charity,https://www.woodlandtrust.org.uk/,Online,N/A,Free,No,None,,,2.1,https://uk.trustpilot.com/review/woodlandtrust.org.uk,N/A,Yearly,,Selections,Company,https://www.selections.com/birds-and-wildlife/wildlife-habitats-houses,Online,N/A,Paid,Pending,AWIN=5868,,,4,https://uk.trustpilot.com/review/www.selections.com,N/A,Yearly,gap,Garden Wildlife Direct,Company,https://www.awin1.com/cread.php?awinmid=6046&awinaffid=1198638&ued=https%3A%2F%2Fwww.gardenwildlifedirect.co.uk%2F,Online,N/A,Paid,Approved,AWIN=6046,,,4.8,https://uk.trustpilot.com/review/gardenwildlifedirect.co.uk,N/A,Yearly,
Community,Contribute,Middle circle,2,2,Maintenance,,,1178,,Go wild!,Simple things you can do at home to help wildlife.,"If you have a love of wildlife and nature, try some of these things that you can do at home to help your local wildlife to thrive and create a healthy habit of nurturing wildlife.",,Sign me up,UK,weekly,6 months,24,Wildlife Trust,https://www.wildlifetrusts.org/get-involved,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.wildlifetrusts.org/cy/node/11181,,The Wildlife Trusts,Charity,https://www.wildlifetrusts.org/get-involved,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.wildlifetrusts.org,N/A,Yearly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Middle circle,2,1,Development,"F&F,Outdoors,Cycling",Y,1179,1180,Family bike ride,Take the family on a bike ride.,"Learn about the benefits of taking the family on a bike ride to help encourage regular exercise, strengthen bonds, promote outdoor exploration, create memories, and build a healthy lifestyle habit.","Family bike rides offer a chance to spend quality time with your loved ones. It’s a way to connect, make new discoveries and share stories along the way. Family cycling can also help your family improve their cycling skills and build a healthy lifestyle.",Read,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://books.google.co.uk/books?hl=en&lr=&id=aUXdrs5_kCoC&oi=fnd&pg=PP2&dq=Importance+of+family+time&ots=8_uOQ1WtE1&sig=Pus9EECmAH7pHygYDEw9MjKubjo&redir_esc=y#v=onepage&q=Importance%20of%20family%20time&f=false,,cycleGuard,Company,https://www.cycleguard.co.uk/cycling-family-benefits,Online,N/A,Free,No,None,,,4.5,https://uk.trustpilot.com/review/www.cycleguard.co.uk,N/A,Yearly,Gap,BikeRadar,Content writer,https://www.bikeradar.com/features/routes-and-rides/best-family-cycling-routes-uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Bobshop,Company,https://www.bobshop.com/en/,Online,N/A,Paid,Pending,AWIN=16207,,,4.6,https://uk.trustpilot.com/review/bobshop.com,N/A,Yearly,gap,Wiggle UK,Company,https://www.awin1.com/cread.php?awinmid=1857&awinaffid=1198638&ued=https%3A%2F%2Fwww.wiggle.com%2F,Online,N/A,Paid,Approved,AWIN= 1857,,,3.9,https://uk.trustpilot.com/review/www.wiggle.co.uk,N/A,Yearly,
Community,Belong,Middle circle,2,1,Maintenance,,,1180,,Get on yer bikes!,Take the family on a regular bike ride.,Schedule a regular family bike ride to create a healthy habit of exercise and bonding with family members.,,Sign me up,UK,weekly,6 months,24,BikeRadar,https://www.bikeradar.com/features/routes-and-rides/best-family-cycling-routes-uk/,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://books.google.co.uk/books?hl=en&lr=&id=aUXdrs5_kCoC&oi=fnd&pg=PP2&dq=Importance+of+family+time&ots=8_uOQ1WtE1&sig=Pus9EECmAH7pHygYDEw9MjKubjo&redir_esc=y#v=onepage&q=Importance%20of%20family%20time&f=false,,BikeRadar,Content writer,https://www.bikeradar.com/features/routes-and-rides/best-family-cycling-routes-uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Health,Exercise,Optimal Health,5,3,Development,,,1181,1182,Cycling marathon,Ever thought about doing a cycling marathon?,"A cycling marathon is a 100 mile bike ride. Training for this challenge is a great way to improve fitness, increase endurance, build mental resilience, and create a great sense of accomplishment.","Training for a cycling marathon offers benefits such as improving cardiovascular fitness, building endurance and strength, setting and achieving goals, promoting mental resilience, and experiencing the thrill of completing a challenging physical feat.",Visit site,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0838.2011.01299.x,,Bicycle 2 Work,Content writer,https://bicycle2work.com/cycling-marathon-distance/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Cycling UK,Content writer,https://www.cyclinguk.org/cycle/training-100-mile-ride,Online,N/A,Free,No,None,,,3.3,https://uk.trustpilot.com/review/cyclinguk.org,N/A,Yearly,,Find a Race,Company,https://findarace.com/cycling,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Wiggle UK,Company,https://www.awin1.com/cread.php?awinmid=1857&awinaffid=1198638&ued=https%3A%2F%2Fwww.wiggle.com%2F,Online,N/A,Paid,Approved,AWIN= 1857,,,3.9,https://uk.trustpilot.com/review/www.wiggle.co.uk,N/A,Yearly,
Health,Exercise,Optimal Health,5,3,Maintenance,,,1182,,Do 'a century',Start training for a cycling marathon.,Sign up for a cycling marathon and get training for this great endurance challenge and all the health benefits that go with it.,,Sign me up,UK,3 times a week,10 weeks,30,Cycling UK,https://www.cyclinguk.org/cycle/training-100-mile-ride,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0838.2011.01299.x,,Cycling UK,Content writer,https://www.cyclinguk.org/cycle/training-100-mile-ride,Online,N/A,Free,No,None,,,3.3,https://uk.trustpilot.com/review/cyclinguk.org,N/A,Yearly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Health,Body,Preventative Care,2,3,Development,"Disease Mgt,Heart health",Y,1183,1184,Heart health,Why looking after your heart is important for your health.,Learn about improving your heart health to help reduce the risk of cardiovascular diseases and maintaining a healthy lifestyle.,"Looking after heart health is vital as it reduces the risk of heart disease, improves overall wellbeing, enhances longevity, promotes optimal organ function, increases energy levels, supports a healthy lifestyle, and enables a higher quality of life for both the present and the future.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.liebertpub.com/doi/abs/10.1089/ars.2023.0301,,British Heart Foundation,Charity,https://www.bhf.org.uk/informationsupport,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Yearly,Gap,Heart Foundation,Charity,https://www.heartfoundation.org.au/bundles/healthy-living-and-eating/keeping-your-heart-healthy,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Harvard,Company,https://www.health.harvard.edu/healthbeat/10-small-steps-for-better-heart-health,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Heart,Charity,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/the-ten-ways-to-improve-your-heart-health,Online,N/A,Free,No,None,,,3.2,https://uk.trustpilot.com/review/heart.org,N/A,Yearly,
Health,Body,Preventative Care,2,3,Maintenance,,,1184,,Get heart healthy,Tips to help improve your heart health.,Regularly look after your heart and make a great habit of reducing your risk of cardiovascular disease.,,Sign me up,All,weekly,6 months,24,Harvard,https://www.health.harvard.edu/healthbeat/10-small-steps-for-better-heart-health,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.liebertpub.com/doi/abs/10.1089/ars.2023.0301,,Harvard,Company,https://www.health.harvard.edu/healthbeat/10-small-steps-for-better-heart-health,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Middle circle,2,1,Development,F&F,Y,1185,1186,The value of friends,Do you still need a best friend?,"As we get older it gets more difficult to find time with your friends, learn about why it's important to make a date with your best friend.","Spending time with your best friend is important because it nurtures a strong bond, offers emotional support, promotes happiness and wellbeing, provides a sense of belonging, boosts self-esteem, encourages personal growth, and creates cherished memories that enrich your life.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://karger.com/ger/article-abstract/66/3/286/148324/The-Increasing-Importance-of-Friendship-in-Late?redirectedFrom=fulltext,,Psych Central,Content writer,https://psychcentral.com/relationships/benefits-of-friendship,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Social Self,Content writer,https://socialself.com/blog/fun-things-best-friend/,Online,N/A,Free,No,None,,,4.3,https://uk.trustpilot.com/review/socialself.com,N/A,Yearly,,Tastecard,Company,https://www.tastecard.co.uk/,Online,N/A,Paid,Rejected,AWIN=16164,,,3.5,https://uk.trustpilot.com/review/tastecard.co.uk,N/A,Yearly,gap,Tabl,Company,https://tabl.com/,Online,N/A,Paid,Rejected,AWIN=28683,,,3.7,https://uk.trustpilot.com/review/tabl.com,N/A,Yearly,
Community,Belong,Middle circle,2,1,Maintenance,,,1186,,Best friend time,Make a regular date with your best friend.,Start making more time with your closest friend to create a healthy habit and get all the benefits that come with spending time with those that are important to you.,,Sign me up,All,monthly,1 year,12,Social Self,https://socialself.com/blog/fun-things-best-friend/,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://karger.com/ger/article-abstract/66/3/286/148324/The-Increasing-Importance-of-Friendship-in-Late?redirectedFrom=fulltext,,Social Self,Content writer,https://socialself.com/blog/fun-things-best-friend/,Online,N/A,Free,No,None,,,4.3,https://uk.trustpilot.com/review/socialself.com,N/A,Yearly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Contribute,Outer circle,3,1,Development,,,1187,1188,Clothes for charity,Importance of donating clothes.,Learn about why you should and how to donate old clothes for a more sustainable lifestyle - you might even pick up a second-hand bargain for yourself.,"Donating your old clothes is important as it helps individuals and communities in need as well as promoting sustainability and reducing waste. It's a meaningful way to give back, support others, and make a positive impact on the environment and society as a whole.",Read,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://journals.sagepub.com/doi/abs/10.1177/0887302X08327199?journalCode=ctra,,HelloGrads,Content writer,https://hellograds.com/news/clothing-poverty-awareness/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Minimalism Made Simple,Content writer,https://www.minimalismmadesimple.com/home/clean-out-closet/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Pretty Simple Mom,Content writer,https://prettysimplemom.com/declutter-your-closet/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Charity Retail Association,Charity,https://www.charityretail.org.uk/find-a-charity-shop/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Yearly,
Community,Contribute,Outer circle,3,1,Maintenance,,,1188,,Have a clear out,Start donating your old clothes.,Start regularly clearing out your cupboards to donate old clothes and create a healthy habit of decluttering while helping others.,,Sign me up,UK,every 6 months,2 years,4,Charity Retail Association,https://www.charityretail.org.uk/find-a-charity-shop/,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://journals.sagepub.com/doi/abs/10.1177/0887302X08327199?journalCode=ctra,,Charity Retail Association,Charity,https://www.charityretail.org.uk/find-a-charity-shop/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Yearly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Expand,Middle circle,2,1,Development,,,1189,1190,Feeling lonely,Learn to combat loneliness.,"Learn about how to combat loneliness. Loneliness can affect anyone at any point in their life, knowing skills to help combat loneliness is useful for all to know, to help yourself or others.","Learning to combat loneliness is essential for your wellbeing. It helps establish social connections, promotes mental and emotional health, reduces the risk of depression and anxiety, enhances self-esteem, provides a support system, and fosters a sense of belonging, purpose, and happiness in life.",Read,All,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.sciencedirect.com/science/article/abs/pii/S0272735806000444,,Psychology Today,Content writer,https://www.psychologytoday.com/us/blog/lifetime-connections/201907/the-3-types-loneliness-and-how-combat-them,Online,N/A,Free,No,None,,,1.7,https://uk.trustpilot.com/review/www.psychologytoday.com,N/A,Yearly,Gap,Mind,Charity,https://www.mind.org.uk/information-support/tips-for-everyday-living/loneliness/tips-to-manage-loneliness/,Online,N/A,Free,No,None,,,2.2,https://uk.trustpilot.com/review/www.mind.org.uk,N/A,Yearly,,Lovendu,Company,https://www.awin1.com/cread.php?awinmid=25994&awinaffid=1198638&ued=https%3A%2F%2Flovendu.co.uk%2F,Online,N/A,Paid,Approved,AWIN=25994,,,4.8,https://uk.trustpilot.com/review/lovendu.co.uk,N/A,Yearly,gap,,,,,,,,,,,,,,,
Community,Expand,Middle circle,2,1,Maintenance,,,1190,,Combat loneliness,Tips to help combat loneliness.,Start learning how to help combat loneliness to help create a healthy habit for those hard moments in life.,,Sign me up,All,weekly,6 months,24,Mind,https://www.mind.org.uk/information-support/tips-for-everyday-living/loneliness/tips-to-manage-loneliness/,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.sciencedirect.com/science/article/abs/pii/S0272735806000444,,Mind,Charity,https://www.mind.org.uk/information-support/tips-for-everyday-living/loneliness/tips-to-manage-loneliness/,Online,N/A,Free,No,None,,,2.2,https://uk.trustpilot.com/review/www.mind.org.uk,N/A,Yearly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Learning,Foundation,Identifying upskill opportunities,2,2,Development,,,1191,1192,Learn to sew,Ever thought about taking up sewing as hobby?,"Some of us were lucky enough to learn to sew at a young age, but picking up a new hobby as an adult doesn't have to be daunting. You'll gain a great life skill that's practical as well as therapeutic.","Learning to sew as a hobby allows for creative expression, develops practical skills, promotes mindfulness and relaxation, encourages resourcefulness and sustainability. As well as leading to cost savings and the satisfaction of creating unique items.",Visit site,UK,,,,,,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.psychologicalscience.org/news/releases/learning-new-skills-keeps-an-aging-mind-sharp.html,,Stitch Sisters,Company,https://www.thestitchsisters.co.uk/blog/why-you-should-learn-to-sew/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Good Housekeeping,Company,https://www.youtube.com/watch?v=rnTwT-ifLkU,Online,N/A,Free,No,None,,,2.6,https://www.trustpilot.com/review/goodhousekeeping.com,N/A,Six monthly,,Matt Gage Design,Company,https://www.mattgagedesign.com/sewinggroups,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Trimmingshop,Company,https://www.awin1.com/cread.php?awinmid=44013&awinaffid=1198638&ued=https%3A%2F%2Ftrimmingshop.co.uk%2F,Online,N/A,Paid,Approved,AWIN=44013,,,4.8,https://uk.trustpilot.com/review/trimmingshop.co.uk,N/A,Yearly,
Learning,Foundation,Identifying upskill opportunities,2,2,Maintenance,,,1192,,Keep sewing,Sewing is great skill to keep practicing and learning.,Get in front of the sewing machine regularly and make unique new items and indulge in some me time.,,Sign me up,UK,weekly,6 months,24,Stitch Sisters,https://www.thestitchsisters.co.uk/all-classes/,0-99,"Male, Female, Non-Conforming","Working, Not-Working, Retired",https://www.psychologicalscience.org/news/releases/learning-new-skills-keeps-an-aging-mind-sharp.html,,Stitch Sisters,Company,https://www.thestitchsisters.co.uk/all-classes/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Health,Body,Preventative Care,2,2,Development,"Disease Mgt,Mens health",Y,1193,1194,Men's Health,Improve your awareness of preventable health problems.,"Learn about the importance of being aware of men's health problems to help with early detection, reducing stigma, helping improve your overall wellbeing and longevity.","Heightening awareness of preventable male health problems is crucial as it promotes early detection, encourages proactive health practices, reduces stigma, supports timely treatment and empowers individuals to take charge of their health, leading to a healthier and happier male population.",Read,UK,,,,,,0-99,Male,"Working, Not-Working, Retired",https://www.sciencedirect.com/science/article/abs/pii/S0191886902003264,,Men's Health Forum,Charity,https://www.menshealthforum.org.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Healthline,Content writer,https://www.healthline.com/health/infection/top-10-health-risks-for-men,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,Yearly,,Us Men,Company,https://www.awin1.com/cread.php?awinmid=44125&awinaffid=1198638&ued=https%3A%2F%2Fusmen.co.uk%2F,Online,N/A,Paid,Approved,AWIN=44125,,,4.7,https://uk.trustpilot.com/review/usmen.co.uk,N/A,Yearly,gap,Usmen,Company,https://www.awin1.com/cread.php?awinmid=44125&awinaffid=1198638&ued=https%3A%2F%2Fusmen.co.uk%2F,Online,N/A,Paid,Approved,AWIN=44125,,,4.7,https://uk.trustpilot.com/review/usmen.co.uk,N/A,Yearly,
